term,records,mentions,obs_region,year,reg_tot_ments,term_year_reg_ment_perc
myalgia,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,78,218,Global,2017,1320,0.165151515
tutiorist,0,0,Latin_America_and_the_Caribbean,2016,0,0
matie,1,2,Latin_America_and_the_Caribbean,2016,4,0.5
prefabricates,0,0,Latin_America_and_the_Caribbean,2016,0,0
kors,0,0,Latin_America_and_the_Caribbean,2016,1,0
sacerdotalist,33,53,Latin_America_and_the_Caribbean,2016,207,0.256038647
rattletraps,1,1,Latin_America_and_the_Caribbean,2016,1,1
befingering,0,0,Latin_America_and_the_Caribbean,2016,0,0
defensiveness,0,0,Latin_America_and_the_Caribbean,2016,0,0
circumferentor,0,0,Latin_America_and_the_Caribbean,2016,0,0
bitthead,32,60,Latin_America_and_the_Caribbean,2016,251,0.239043825
cartographers,0,0,Latin_America_and_the_Caribbean,2016,0,0
reimaged,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,105,343,Global,2018,1320,0.259848485
unloosable,0,0,Latin_America_and_the_Caribbean,2016,0,0
assumpsit,0,0,Latin_America_and_the_Caribbean,2016,0,0
orchidaceae,0,0,Latin_America_and_the_Caribbean,2016,0,0
fashionableness,0,0,Latin_America_and_the_Caribbean,2016,0,0
counterhypothesis,0,0,Latin_America_and_the_Caribbean,2016,0,0
hockshin,0,0,Latin_America_and_the_Caribbean,2016,0,0
unchaptered,0,0,Latin_America_and_the_Caribbean,2016,0,0
causey,1,1,Latin_America_and_the_Caribbean,2016,17,0.058823529
fuddlement,1,1,Latin_America_and_the_Caribbean,2016,1,1
weeply,0,0,Latin_America_and_the_Caribbean,2016,3,0
wafer,0,0,Latin_America_and_the_Caribbean,2016,0,0
promulged,0,0,Latin_America_and_the_Caribbean,2016,1,0
tandemer,0,0,Latin_America_and_the_Caribbean,2016,1,0
outgain,1,1,Latin_America_and_the_Caribbean,2016,1,1
scrublike,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,131,427,Global,2019,1320,0.323484848
pentathlon,4,4,Latin_America_and_the_Caribbean,2016,10,0.4
tins,0,0,Latin_America_and_the_Caribbean,2016,0,0
fibropurulent,8,9,Latin_America_and_the_Caribbean,2016,24,0.375
sinklike,0,0,Latin_America_and_the_Caribbean,2016,0,0
untheologically,1,1,Latin_America_and_the_Caribbean,2016,2,0.5
mismoving,0,0,Latin_America_and_the_Caribbean,2016,0,0
mukden,0,0,Latin_America_and_the_Caribbean,2016,0,0
repairer,3,6,Latin_America_and_the_Caribbean,2016,31,0.193548387
misreckoned,1,1,Latin_America_and_the_Caribbean,2016,3,0.333333333
mahsir,9,13,Latin_America_and_the_Caribbean,2016,40,0.325
diaphanoscopy,0,0,Latin_America_and_the_Caribbean,2016,0,0
unsuppurative,0,0,Latin_America_and_the_Caribbean,2016,0,0
brainsick,0,0,Latin_America_and_the_Caribbean,2016,0,0
corvinas,0,0,Latin_America_and_the_Caribbean,2016,0,0
nonappearance,29,92,Latin_America_and_the_Caribbean,2016,276,0.333333333
hyetometric,1,1,Latin_America_and_the_Caribbean,2016,1,1
hepatotoxic,0,0,Latin_America_and_the_Caribbean,2016,0,0
diffranchise,0,0,Latin_America_and_the_Caribbean,2016,0,0
baldacchino,0,0,Latin_America_and_the_Caribbean,2016,0,0
solidi,1,1,Latin_America_and_the_Caribbean,2016,3,0.333333333
connectivity,0,0,Latin_America_and_the_Caribbean,2016,0,0
yogee,1,1,Latin_America_and_the_Caribbean,2016,1,1
dynasty,0,0,Latin_America_and_the_Caribbean,2016,0,0
hamada,0,0,Latin_America_and_the_Caribbean,2016,0,0
cognisant,0,0,Latin_America_and_the_Caribbean,2016,0,0
disadvantageous,0,0,Latin_America_and_the_Caribbean,2016,0,0
myotonus,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,77,174,Asia_Pacific,2016,885,0.196610169
sporabola,0,0,Latin_America_and_the_Caribbean,2016,0,0
guerillas,0,0,Latin_America_and_the_Caribbean,2016,0,0
solenial,2,3,Latin_America_and_the_Caribbean,2016,23,0.130434783
beslings,3,3,Latin_America_and_the_Caribbean,2016,9,0.333333333
protaspis,106,368,Latin_America_and_the_Caribbean,2016,1505,0.244518272
newt,0,0,Latin_America_and_the_Caribbean,2016,3,0
aniba,12,12,Latin_America_and_the_Caribbean,2016,45,0.266666667
thiofurfurane,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,73,190,Asia_Pacific,2017,885,0.214689266
barcolongo,66,196,Asia_Pacific,2018,885,0.221468927
barcolongo,101,325,Asia_Pacific,2019,885,0.367231638
strutting,0,0,Latin_America_and_the_Caribbean,2016,0,0
palestras,0,0,Latin_America_and_the_Caribbean,2016,0,0
lasiocampidae,1,1,Latin_America_and_the_Caribbean,2016,5,0.2
outpursued,0,0,Latin_America_and_the_Caribbean,2016,0,0
leptoprosopy,0,0,Latin_America_and_the_Caribbean,2016,0,0
spongeous,0,0,Latin_America_and_the_Caribbean,2016,0,0
trusteing,0,0,Latin_America_and_the_Caribbean,2016,0,0
welled,0,0,Latin_America_and_the_Caribbean,2016,0,0
rials,0,0,Latin_America_and_the_Caribbean,2016,0,0
coercionist,41,81,Latin_America_and_the_Caribbean,2016,480,0.16875
flabbergasted,0,0,Latin_America_and_the_Caribbean,2016,0,0
dorsum,2,2,Latin_America_and_the_Caribbean,2016,12,0.166666667
barcolongo,31,97,Middle_East_and_North_Africa,2016,599,0.161936561
unintensive,1,1,Latin_America_and_the_Caribbean,2016,1,1
haloesque,14,14,Latin_America_and_the_Caribbean,2016,20,0.7
endometry,1,1,Latin_America_and_the_Caribbean,2016,3,0.333333333
chromoplast,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,52,161,Middle_East_and_North_Africa,2017,599,0.268781302
homeless,0,0,Latin_America_and_the_Caribbean,2016,0,0
chilicote,0,0,Latin_America_and_the_Caribbean,2016,0,0
ectypal,0,0,Latin_America_and_the_Caribbean,2016,0,0
ungoodliness,0,0,Latin_America_and_the_Caribbean,2016,0,0
listings,0,0,Latin_America_and_the_Caribbean,2016,1,0
syndactylic,0,0,Latin_America_and_the_Caribbean,2016,0,0
kistful,0,0,Latin_America_and_the_Caribbean,2016,0,0
subarticulate,29,48,Latin_America_and_the_Caribbean,2016,133,0.360902256
overcultured,1,1,Latin_America_and_the_Caribbean,2016,1,1
barcolongo,48,132,Middle_East_and_North_Africa,2018,599,0.220367279
immies,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,64,209,Middle_East_and_North_Africa,2019,599,0.348914858
oversmooth,0,0,Latin_America_and_the_Caribbean,2016,0,0
thraso,0,0,Latin_America_and_the_Caribbean,2016,0,0
goodeniaceae,213,1233,Latin_America_and_the_Caribbean,2016,4138,0.297970034
stealthful,0,0,Latin_America_and_the_Caribbean,2016,0,0
parentless,0,0,Latin_America_and_the_Caribbean,2016,0,0
swainishness,0,0,Latin_America_and_the_Caribbean,2016,0,0
pronators,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,88,142,US_Canada,2016,964,0.147302905
carvoepra,0,0,Latin_America_and_the_Caribbean,2016,0,0
biodegrade,0,0,Latin_America_and_the_Caribbean,2016,0,0
baris,0,0,Latin_America_and_the_Caribbean,2016,1,0
uncertifiable,3,4,Latin_America_and_the_Caribbean,2016,22,0.181818182
teiglech,0,0,Latin_America_and_the_Caribbean,2016,2,0
barcolongo,143,278,US_Canada,2017,964,0.288381743
microcode,8,12,Latin_America_and_the_Caribbean,2016,89,0.134831461
richardia,0,0,Latin_America_and_the_Caribbean,2016,4,0
melior,2,2,Latin_America_and_the_Caribbean,2016,9,0.222222222
unneurotically,0,0,Latin_America_and_the_Caribbean,2016,1,0
abranchialism,0,0,Latin_America_and_the_Caribbean,2016,0,0
jamlike,1,1,Latin_America_and_the_Caribbean,2016,2,0.5
expressionist,0,0,Latin_America_and_the_Caribbean,2016,0,0
nightcaps,0,0,Latin_America_and_the_Caribbean,2016,0,0
generalness,0,0,Latin_America_and_the_Caribbean,2016,0,0
cerise,0,0,Latin_America_and_the_Caribbean,2016,1,0
barcolongo,121,251,US_Canada,2018,964,0.260373444
valuation,0,0,Latin_America_and_the_Caribbean,2016,0,0
photopolymerization,0,0,Latin_America_and_the_Caribbean,2016,0,0
subextensibility,0,0,Latin_America_and_the_Caribbean,2016,1,0
monocoque,14,30,Latin_America_and_the_Caribbean,2016,114,0.263157895
pearlitic,36,132,Latin_America_and_the_Caribbean,2016,572,0.230769231
euchite,0,0,Latin_America_and_the_Caribbean,2016,10,0
parsonry,0,0,Latin_America_and_the_Caribbean,2016,0,0
semi,0,0,Latin_America_and_the_Caribbean,2016,0,0
neighbourship,0,0,Latin_America_and_the_Caribbean,2016,14,0
southing,0,0,Latin_America_and_the_Caribbean,2016,0,0
arabinic,6,22,Latin_America_and_the_Caribbean,2016,40,0.55
wickedly,0,0,Latin_America_and_the_Caribbean,2016,0,0
tirocinium,84,435,Latin_America_and_the_Caribbean,2016,1479,0.294117647
infortitude,1,2,Latin_America_and_the_Caribbean,2016,13,0.153846154
barcolongo,170,293,US_Canada,2019,964,0.303941909
barcolongo,191,529,Europe,2016,1903,0.277982133
wholesaled,0,0,Latin_America_and_the_Caribbean,2016,0,0
proritual,0,0,Latin_America_and_the_Caribbean,2016,0,0
proanaphoral,3,3,Latin_America_and_the_Caribbean,2016,11,0.272727273
bracketing,0,0,Latin_America_and_the_Caribbean,2016,0,0
slideproof,2,2,Latin_America_and_the_Caribbean,2016,4,0.5
countervengeance,3,30,Latin_America_and_the_Caribbean,2016,38,0.789473684
supervolition,39,79,Latin_America_and_the_Caribbean,2016,376,0.210106383
unarmed,0,0,Latin_America_and_the_Caribbean,2016,0,0
desmogen,0,0,Latin_America_and_the_Caribbean,2016,0,0
dramatised,12,30,Latin_America_and_the_Caribbean,2016,99,0.303030303
phillis,0,0,Latin_America_and_the_Caribbean,2016,0,0
foldedly,1,1,Latin_America_and_the_Caribbean,2016,1,1
bewhisper,7,12,Latin_America_and_the_Caribbean,2016,87,0.137931034
nontautologically,0,0,Latin_America_and_the_Caribbean,2016,1,0
pries,0,0,Latin_America_and_the_Caribbean,2016,0,0
bagani,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,163,404,Europe,2017,1903,0.212296374
philterer,95,176,Latin_America_and_the_Caribbean,2016,759,0.231884058
fuchsines,1,1,Latin_America_and_the_Caribbean,2016,3,0.333333333
barcolongo,175,413,Europe,2018,1903,0.217025749
poustie,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,204,557,Europe,2019,1903,0.292695744
systematism,0,0,Latin_America_and_the_Caribbean,2016,2,0
pianka,0,0,Latin_America_and_the_Caribbean,2016,0,0
sothiacal,0,0,Latin_America_and_the_Caribbean,2016,1,0
thingumajig,0,0,Latin_America_and_the_Caribbean,2016,0,0
quadrangularness,0,0,Latin_America_and_the_Caribbean,2016,0,0
portugal,1,1,Latin_America_and_the_Caribbean,2016,3,0.333333333
dikeria,0,0,Latin_America_and_the_Caribbean,2016,0,0
saturant,0,0,Latin_America_and_the_Caribbean,2016,0,0
sulphatize,0,0,Latin_America_and_the_Caribbean,2016,0,0
demo,1,1,Latin_America_and_the_Caribbean,2016,4,0.25
oilinesses,1,2,Latin_America_and_the_Caribbean,2016,10,0.2
gelandejump,0,0,Latin_America_and_the_Caribbean,2016,0,0
overfruitful,0,0,Latin_America_and_the_Caribbean,2016,2,0
rawbones,0,0,Latin_America_and_the_Caribbean,2016,0,0
warabi,1,2,Latin_America_and_the_Caribbean,2016,9,0.222222222
autarkically,1,1,Latin_America_and_the_Caribbean,2016,2,0.5
revolutioneering,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,62,130,Africa,2016,586,0.221843003
eyepopper,0,0,Latin_America_and_the_Caribbean,2016,0,0
fished,0,0,Latin_America_and_the_Caribbean,2016,0,0
sprees,1,3,Latin_America_and_the_Caribbean,2016,3,1
ungrateful,0,0,Latin_America_and_the_Caribbean,2016,0,0
unwedded,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,49,117,Africa,2017,586,0.199658703
patricianship,1,1,Latin_America_and_the_Caribbean,2016,343,0.002915452
cmdr,0,0,Latin_America_and_the_Caribbean,2016,0,0
ailuroid,0,0,Latin_America_and_the_Caribbean,2016,0,0
dissait,0,0,Latin_America_and_the_Caribbean,2016,0,0
girny,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,51,127,Africa,2018,586,0.216723549
phenotypical,0,0,Latin_America_and_the_Caribbean,2016,2,0
souple,0,0,Latin_America_and_the_Caribbean,2016,0,0
psychogenetical,1,1,Latin_America_and_the_Caribbean,2016,1,1
snaker,0,0,Latin_America_and_the_Caribbean,2016,0,0
anesthesiologies,0,0,Latin_America_and_the_Caribbean,2016,0,0
damar,0,0,Latin_America_and_the_Caribbean,2016,1,0
ajog,0,0,Latin_America_and_the_Caribbean,2016,0,0
theistically,0,0,Latin_America_and_the_Caribbean,2016,0,0
pampangan,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,79,212,Africa,2019,586,0.361774744
noncellulous,0,0,Latin_America_and_the_Caribbean,2016,0,0
occupancy,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,57,151,Eurasia,2016,819,0.184371184
unodoriferously,59,80,Latin_America_and_the_Caribbean,2016,370,0.216216216
temblors,0,0,Latin_America_and_the_Caribbean,2016,0,0
connubiality,0,0,Latin_America_and_the_Caribbean,2016,0,0
impester,0,0,Latin_America_and_the_Caribbean,2016,0,0
gunther,0,0,Latin_America_and_the_Caribbean,2016,0,0
pedagogics,0,0,Latin_America_and_the_Caribbean,2016,0,0
requiz,0,0,Latin_America_and_the_Caribbean,2016,0,0
puquinan,0,0,Latin_America_and_the_Caribbean,2016,0,0
afterfame,0,0,Latin_America_and_the_Caribbean,2016,0,0
jettied,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,78,225,Eurasia,2017,819,0.274725275
barcolongo,61,173,Eurasia,2018,819,0.211233211
flammation,0,0,Latin_America_and_the_Caribbean,2016,1,0
mesenterical,0,0,Latin_America_and_the_Caribbean,2016,1,0
bangboard,0,0,Latin_America_and_the_Caribbean,2016,0,0
hydropericardium,2,3,Latin_America_and_the_Caribbean,2016,22,0.136363636
morpheme,5,11,Latin_America_and_the_Caribbean,2016,92,0.119565217
pistoiese,0,0,Latin_America_and_the_Caribbean,2016,0,0
describes,0,0,Latin_America_and_the_Caribbean,2016,0,0
imaginariness,0,0,Latin_America_and_the_Caribbean,2016,0,0
muang,1,1,Latin_America_and_the_Caribbean,2016,1,1
barleduc,18,42,Latin_America_and_the_Caribbean,2016,202,0.207920792
uprein,0,0,Latin_America_and_the_Caribbean,2016,0,0
barcolongo,82,270,Eurasia,2019,819,0.32967033
equivalved,5,5,Latin_America_and_the_Caribbean,2016,25,0.2
sirian,4,7,Latin_America_and_the_Caribbean,2016,13,0.538461538
chops,0,0,Latin_America_and_the_Caribbean,2016,0,0
septentrionality,0,0,Latin_America_and_the_Caribbean,2016,0,0
brimmered,0,0,Latin_America_and_the_Caribbean,2016,0,0
inlagary,0,0,Latin_America_and_the_Caribbean,2016,0,0
mottling,0,0,Latin_America_and_the_Caribbean,2016,0,0
saify,3,4,Latin_America_and_the_Caribbean,2016,45,0.088888889
formican,0,0,Latin_America_and_the_Caribbean,2016,0,0
alcoholometrical,12,17,Latin_America_and_the_Caribbean,2016,73,0.232876712
dedicational,1,1,Latin_America_and_the_Caribbean,2016,3,0.333333333
miscues,0,0,Latin_America_and_the_Caribbean,2016,0,0
blennophlogisma,0,0,Latin_America_and_the_Caribbean,2016,1,0
alcoholometrical,13,15,Latin_America_and_the_Caribbean,2017,73,0.205479452
alcoholometrical,15,21,Latin_America_and_the_Caribbean,2018,73,0.287671233
spines,124,284,Latin_America_and_the_Caribbean,2016,1197,0.237259816
alcoholometrical,18,20,Latin_America_and_the_Caribbean,2019,73,0.273972603
emittance,3,3,Latin_America_and_the_Caribbean,2016,18,0.166666667
were,0,0,Latin_America_and_the_Caribbean,2016,0,0
alcoholometrical,12,13,Global,2016,76,0.171052632
loaiasis,12,25,Latin_America_and_the_Caribbean,2016,77,0.324675325
clunch,2,2,Latin_America_and_the_Caribbean,2016,10,0.2
gangliac,0,0,Latin_America_and_the_Caribbean,2016,3,0
tumors,0,0,Latin_America_and_the_Caribbean,2016,2,0
multifurcate,0,0,Latin_America_and_the_Caribbean,2016,0,0
mycetological,0,0,Latin_America_and_the_Caribbean,2016,0,0
alcoholometrical,15,19,Global,2017,76,0.25
ayield,0,0,Latin_America_and_the_Caribbean,2016,0,0
sothiacal,0,0,Latin_America_and_the_Caribbean,2016,0,0
parilicium,111,331,Latin_America_and_the_Caribbean,2016,1114,0.297127469
troak,0,0,Latin_America_and_the_Caribbean,2016,0,0
nightlessness,3,7,Latin_America_and_the_Caribbean,2016,26,0.269230769
hesitaters,0,0,Latin_America_and_the_Caribbean,2016,0,0
respirators,0,0,Latin_America_and_the_Caribbean,2016,2,0
kampseen,0,0,Latin_America_and_the_Caribbean,2016,1,0
alcoholometrical,14,25,Global,2018,76,0.328947368
equilater,0,0,Latin_America_and_the_Caribbean,2016,0,0
tickings,18,60,Latin_America_and_the_Caribbean,2016,158,0.379746835
antihemophilic,0,0,Latin_America_and_the_Caribbean,2016,0,0
unretaliating,0,0,Latin_America_and_the_Caribbean,2016,0,0
typhlomegaly,0,0,Latin_America_and_the_Caribbean,2016,0,0
gummier,0,0,Latin_America_and_the_Caribbean,2016,0,0
perturbingly,0,0,Latin_America_and_the_Caribbean,2016,0,0
intercrystallization,0,0,Latin_America_and_the_Caribbean,2016,20,0
pluviography,0,0,Latin_America_and_the_Caribbean,2016,0,0
abasgi,0,0,Latin_America_and_the_Caribbean,2016,5,0
tittering,0,0,Latin_America_and_the_Caribbean,2016,0,0
alcoholometrical,17,19,Global,2019,76,0.25
alcoholometrical,8,8,Asia_Pacific,2016,69,0.115942029
virgilia,0,0,Latin_America_and_the_Caribbean,2016,0,0
heliopticon,0,0,Latin_America_and_the_Caribbean,2016,6,0
solutive,0,0,Latin_America_and_the_Caribbean,2016,0,0
tobogganer,3,3,Latin_America_and_the_Caribbean,2016,9,0.333333333
yachtmanship,0,0,Latin_America_and_the_Caribbean,2016,4,0
ureides,0,0,Latin_America_and_the_Caribbean,2016,0,0
alcoholometrical,6,42,Asia_Pacific,2017,69,0.608695652
surrealism,0,0,Latin_America_and_the_Caribbean,2016,0,0
disrelish,1,1,Latin_America_and_the_Caribbean,2016,7,0.142857143
standerwort,0,0,Latin_America_and_the_Caribbean,2016,0,0
donsie,0,0,Latin_America_and_the_Caribbean,2016,1,0
alcoholometrical,6,8,Asia_Pacific,2018,69,0.115942029
joggers,0,0,Latin_America_and_the_Caribbean,2016,0,0
damn,1,1,Latin_America_and_the_Caribbean,2016,3,0.333333333
planksheer,0,0,Latin_America_and_the_Caribbean,2016,0,0
techier,0,0,Latin_America_and_the_Caribbean,2016,1,0
centesimate,0,0,Latin_America_and_the_Caribbean,2016,1,0
nomineeism,0,0,Latin_America_and_the_Caribbean,2016,0,0
paleomagnetic,2,25,Latin_America_and_the_Caribbean,2016,27,0.925925926
alcoholometrical,11,11,Asia_Pacific,2019,69,0.15942029
quitclaims,0,0,Latin_America_and_the_Caribbean,2016,0,0
subarid,1,1,Latin_America_and_the_Caribbean,2016,5,0.2
sluff,1,3,Latin_America_and_the_Caribbean,2016,7,0.428571429
gastrocatarrhal,0,0,Latin_America_and_the_Caribbean,2016,2,0
downface,0,0,Latin_America_and_the_Caribbean,2016,4,0
excommunicating,0,0,Latin_America_and_the_Caribbean,2016,0,0
turkophilia,0,0,Latin_America_and_the_Caribbean,2016,0,0
auxiliary,0,0,Latin_America_and_the_Caribbean,2016,0,0
bowdlerise,0,0,Latin_America_and_the_Caribbean,2016,0,0
bookshelves,0,0,Latin_America_and_the_Caribbean,2016,0,0
mazateco,0,0,Latin_America_and_the_Caribbean,2016,0,0
skills,0,0,Latin_America_and_the_Caribbean,2016,0,0
tenders,0,0,Latin_America_and_the_Caribbean,2016,0,0
manyways,4,9,Latin_America_and_the_Caribbean,2016,36,0.25
alcoholometrical,5,11,Middle_East_and_North_Africa,2016,29,0.379310345
procoelia,0,0,Latin_America_and_the_Caribbean,2016,0,0
trekboer,7,15,Latin_America_and_the_Caribbean,2016,48,0.3125
wonderfulness,0,0,Latin_America_and_the_Caribbean,2016,10,0
cowed,2,2,Latin_America_and_the_Caribbean,2016,7,0.285714286
gravat,6,6,Latin_America_and_the_Caribbean,2016,84,0.071428571
manicure,1,5,Latin_America_and_the_Caribbean,2016,5,1
alcoholometrical,4,4,Middle_East_and_North_Africa,2017,29,0.137931034
shellhead,1,1,Latin_America_and_the_Caribbean,2016,3,0.333333333
fancied,0,0,Latin_America_and_the_Caribbean,2016,0,0
haulier,15,17,Latin_America_and_the_Caribbean,2016,480,0.035416667
mammin,0,0,Latin_America_and_the_Caribbean,2016,3,0
alcoholometrical,7,8,Middle_East_and_North_Africa,2018,29,0.275862069
undrossiness,0,0,Latin_America_and_the_Caribbean,2016,0,0
misoneist,0,0,Latin_America_and_the_Caribbean,2016,0,0
malnutrition,0,0,Latin_America_and_the_Caribbean,2016,0,0
zemstvo,5,5,Latin_America_and_the_Caribbean,2016,17,0.294117647
underproduction,0,0,Latin_America_and_the_Caribbean,2016,0,0
selbergite,0,0,Latin_America_and_the_Caribbean,2016,0,0
upstares,0,0,Latin_America_and_the_Caribbean,2016,2,0
chrysanthemin,0,0,Latin_America_and_the_Caribbean,2016,0,0
alcoholometrical,6,6,Middle_East_and_North_Africa,2019,29,0.206896552
alcoholometrical,16,25,US_Canada,2016,171,0.14619883
kerseynette,0,0,Latin_America_and_the_Caribbean,2016,0,0
alcoholometrical,18,28,US_Canada,2017,171,0.16374269
friability,0,0,Latin_America_and_the_Caribbean,2016,0,0
undelightsome,3,6,Latin_America_and_the_Caribbean,2016,15,0.4
homebody,0,0,Latin_America_and_the_Caribbean,2016,1,0
underlined,0,0,Latin_America_and_the_Caribbean,2016,1,0
muschelkalk,0,0,Latin_America_and_the_Caribbean,2016,1,0
magnetotherapy,0,0,Latin_America_and_the_Caribbean,2016,0,0
kegler,88,226,Latin_America_and_the_Caribbean,2016,1171,0.192997438
tringoid,0,0,Latin_America_and_the_Caribbean,2016,0,0
hexaemeron,0,0,Latin_America_and_the_Caribbean,2016,0,0
aberrator,7,10,Latin_America_and_the_Caribbean,2016,59,0.169491525
